so,will
will,es
es,der
der,erhabene.
erhabene.,so
so,hast
hast,du
du,selbst
selbst,es
es,gewollt.
gewollt.,morgen
morgen,o
o,govinda
govinda,werde
werde,ich
ich,dich
dich,verlassen.
verlassen.,lange
lange,noch
noch,wandelten
wandelten,die
die,freunde
freunde,im
im,gehölz
gehölz,lange
lange,lagen
lagen,sie
sie,und
und,fanden
fanden,nicht
nicht,den
den,schlaf.
schlaf.,und
und,immer
immer,von
von,neuem
neuem,drang
drang,govinda
govinda,in
in,seinen
seinen,freund
freund,er
er,möge
möge,ihm
ihm,sagen
sagen,warum
warum,er
er,nicht
nicht,seine
seine,zuflucht
zuflucht,zu
zu,gotamas
gotamas,lehre
lehre,nehmen
nehmen,wolle
wolle,welchen
welchen,fehler
fehler,denn
denn,er
er,in
in,dieser
dieser,lehre
lehre,finde.
finde.,siddhartha
siddhartha,aber
aber,wies
wies,ihn
ihn,jedesmal
jedesmal,zurück
zurück,und
und,sagte:
sagte:,"""gib"
"""gib",dich
dich,zufrieden
zufrieden,govinda!
govinda!,sehr
sehr,gut
gut,ist
ist,des
des,erhabenen
erhabenen,lehre
lehre,wie
wie,sollte
sollte,ich
ich,einen
einen,fehler
fehler,an
an,ihr
ihr,finden?
finden?,am
am,frühesten
frühesten,morgen
morgen,ging
ging,ein
ein,nachfolger
nachfolger,buddhas
buddhas,einer
einer,seiner
seiner,ältesten
ältesten,mönche
mönche,durch
durch,den
den,garten
garten,und
und,rief
rief,alle
alle,jene
jene,zu
zu,sich
sich,welche
welche,als
als,neulinge
neulinge,ihre
ihre,zuflucht
zuflucht,zur
zur,lehre
lehre,genommen
genommen,hatten
hatten,um
um,ihnen
ihnen,das
das,gelbe
gelbe,gewand
gewand,anzulegen
anzulegen,und
und,sie
sie,in
in,den
den,ersten
ersten,lehren
lehren,und
und,pflichten
pflichten,ihres
ihres,standes
standes,zu
zu,unterweisen.
unterweisen.,da
da,riß
riß,govinda
govinda,sich
sich,los
los,umarmte
umarmte,noch
noch,einmal
einmal,den
den,freund
freund,seiner
seiner,jugend
jugend,und
und,schloß
schloß,sich
sich,dem
dem,zuge
zuge,der
der,novizen
novizen,an.
an.,siddhartha
siddhartha,aber
aber,wandelte
wandelte,in
in,gedanken
gedanken,durch
durch,den
den,hain.
hain.,da
da,begegnete
begegnete,ihm
ihm,gotama
gotama,der
der,erhabene
erhabene,und
und,als
als,er
er,ihn
ihn,mit
mit,ehrfurcht
ehrfurcht,begrüßte
begrüßte,und
und,der
der,blick
blick,des
des,buddha
buddha,so
so,voll
voll,güte
güte,und
und,stille
stille,war
war,faßte
faßte,der
der,jüngling
jüngling,mut
mut,und
und,bat
bat,den
den,ehrwürdigen
ehrwürdigen,um
um,erlaubnis
erlaubnis,zu
zu,ihm
ihm,zu
zu,sprechen.
sprechen.,schweigend
schweigend,nickte
nickte,der
der,erhabene
erhabene,gewährung.
gewährung.,sprach
sprach,siddhartha:
siddhartha:,"""gestern"
"""gestern",o
o,erhabener
erhabener,war
war,es
es,mir
mir,vergönnt
vergönnt,deine
deine,wundersame
wundersame,lehre
lehre,zu
zu,hören.
hören.,zusammen
zusammen,mit
mit,meinem
meinem,freunde
freunde,kam
kam,ich
ich,aus
aus,der
der,ferne
ferne,her
her,um
um,die
die,lehre
lehre,zu
zu,hören.
hören.,und
und,nun
nun,wird
wird,mein
mein,freund
freund,bei
bei,den
den,deinen
deinen,bleiben
bleiben,zu
zu,dir
dir,hat
hat,er
er,seine
seine,zuflucht
zuflucht,genommen.
genommen.,ich
ich,aber
aber,trete
trete,meine
meine,pilgerschaft
pilgerschaft,aufs
aufs,neue
neue,an.
an.,"""wie"
"""wie",es
es,dir
dir,beliebt
beliebt,sprach
sprach,der
der,ehrwürdige
ehrwürdige,höflich.
höflich.,"""allzu"
"""allzu",kühn
kühn,ist
ist,meine
meine,rede
rede,fuhr
fuhr,siddhartha
siddhartha,fort
fort,"""aber"
"""aber",ich
ich,möchte
möchte,den
den,erhabenen
erhabenen,nicht
nicht,verlassen
verlassen,ohne
ohne,ihm
ihm,meine
meine,gedanken
gedanken,in
in,aufrichtigkeit
aufrichtigkeit,mitgeteilt
mitgeteilt,zu
zu,haben.
haben.,will
will,mir
mir,der
der,ehrwürdige
ehrwürdige,noch
noch,einen
einen,augenblick
augenblick,gehör
gehör,schenken?
schenken?,schweigend
schweigend,nickte
nickte,der
der,buddha
buddha,gewährung.
gewährung.,sprach
sprach,siddhartha:
siddhartha:,"""eines"
"""eines",o
o,ehrwürdigster
ehrwürdigster,habe
habe,ich
ich,an
an,deiner
deiner,lehre
lehre,vor
vor,allem
allem,bewundert.
bewundert.,alles
alles,in
in,deiner
deiner,lehre
lehre,ist
ist,vollkommen
vollkommen,klar
klar,ist
ist,bewiesen;
bewiesen;,als
als,eine
eine,vollkommene
vollkommene,als
als,eine
eine,nie
nie,und
und,nirgends
nirgends,unterbrochene
unterbrochene,kette
kette,zeigst
zeigst,du
du,die
die,welt
welt,als
als,eine
eine,ewige
ewige,kette
kette,gefügt
gefügt,aus
aus,ursachen
ursachen,und
und,wirkungen.
wirkungen.,niemals
niemals,ist
ist,dies
dies,so
so,klar
klar,gesehen
gesehen,nie
nie,so
so,unwiderleglich
unwiderleglich,dargestellt
dargestellt,worden;
worden;,höher
höher,wahrlich
wahrlich,muß
muß,jedem
jedem,brahmanen
brahmanen,das
das,herz
herz,im
im,leibe
leibe,schlagen
schlagen,wenn
wenn,er
er,durch
durch,deine
deine,lehre
lehre,hindurch
hindurch,die
die,welt
welt,erblickt
erblickt,als
als,vollkommenen
vollkommenen,zusammenhang
zusammenhang,lückenlos
lückenlos,klar
klar,wie
wie,ein
ein,kristall
kristall,nicht
nicht,vom
vom,zufall
zufall,abhängig
abhängig,nicht
nicht,von
von,göttern
göttern,abhängig.
abhängig.,ob
ob,sie
sie,gut
gut,oder
oder,böse
böse,ob
ob,das
das,leben
leben,in
in,ihr
ihr,leid
leid,oder
oder,freude
freude,sei
sei,möge
möge,dahingestellt
dahingestellt,bleiben
bleiben,es
es,mag
mag,vielleicht
vielleicht,sein
sein,daß
daß,dies
dies,nicht
nicht,wesentlich
wesentlich,ist--aber
ist--aber,die
die,einheit
einheit,der
der,welt
welt,der
der,zusammenhang
zusammenhang,alles
alles,geschehens
geschehens,das
das,umschlossensein
umschlossensein,alles
alles,großen
großen,und
und,kleinen
kleinen,vom
vom,selben
selben,strome
strome,vom
vom,selben
selben,gesetz
gesetz,der
der,ursachen
ursachen,des
des,werdens
werdens,und
und,des
des,sterbens
sterbens,dies
dies,leuchtet
leuchtet,hell
hell,aus
aus,deiner
deiner,erhabenen
erhabenen,lehre
lehre,o
o,vollendeter.
vollendeter.,nun
nun,aber
aber,ist
ist,deiner
deiner,selben
selben,lehre
lehre,nach
nach,diese
diese,einheit
einheit,und
und,folgerichtigkeit
folgerichtigkeit,aller
aller,dinge
dinge,dennoch
dennoch,an
an,einer
einer,stelle
stelle,unterbrochen
unterbrochen,durch
durch,eine
eine,kleine
kleine,lücke
lücke,strömt
strömt,in
in,diese
diese,welt
welt,der
der,einheit
einheit,etwas
etwas,fremdes
fremdes,etwas
etwas,neues
neues,etwas
etwas,das
das,vorher
vorher,nicht
nicht,war
war,und
und,das
das,nicht
nicht,gezeigt
gezeigt,und
und,nicht
nicht,bewiesen
bewiesen,werden
werden,kann:
kann:,das
das,ist
ist,deine
deine,lehre
lehre,von
von,der
der,überwindung
überwindung,der
der,welt
welt,von
von,der
der,erlösung.
erlösung.,mit
mit,dieser
dieser,kleinen
kleinen,lücke
lücke,mit
mit,dieser
dieser,kleinen
kleinen,durchbrechung
durchbrechung,aber
aber,ist
ist,das
das,ganze
ganze,ewige
ewige,und
und,einheitliche
einheitliche,weltgesetz
weltgesetz,wieder
wieder,zerbrochen
zerbrochen,und
und,aufgehoben.
aufgehoben.,mögest
mögest,du
du,mir
mir,verzeihen
verzeihen,wenn
wenn,ich
ich,diesen
diesen,einwand
einwand,ausspreche.
ausspreche.,still
still,hatte
hatte,gotama
gotama,ihm
ihm,zugehört
zugehört,unbewegt.
unbewegt.,mit
mit,seiner
seiner,gütigen
gütigen,mit
mit,seiner
seiner,höflichen
höflichen,und
und,klaren
klaren,stimme
stimme,sprach
sprach,er
er,nun
nun,der
der,vollendete:
vollendete:,"""du"
"""du",hast
hast,die
die,lehre
lehre,gehört
gehört,o
o,brahmanensohn
brahmanensohn,und
und,wohl
wohl,dir
dir,daß
daß,du
du,über
über,sie
sie,so
so,tief
tief,nachgedacht
nachgedacht,hast.
hast.,du
du,hast
hast,eine
eine,lücke
lücke,in
in,ihr
ihr,gefunden
gefunden,einen
einen,fehler.
fehler.,mögest
mögest,du
du,weiter
weiter,darüber
darüber,nachdenken.
nachdenken.,laß
laß,dich
dich,aber
aber,warnen
warnen,du
du,wißbegieriger
wißbegieriger,vor
vor,dem
dem,dickicht
dickicht,der
der,meinungen
meinungen,und
und,vor
vor,dem
dem,streit
streit,um
um,worte.
worte.,es
es,ist
ist,an
an,meinungen
meinungen,nichts
nichts,gelegen
gelegen,sie
sie,mögen
mögen,schön
schön,oder
oder,häßlich
häßlich,klug
klug,oder
oder,töricht
töricht,sein
sein,jeder
jeder,kann
kann,ihnen
ihnen,anhängen
anhängen,oder
oder,sie
sie,verwerfen.
verwerfen.,die
die,lehre
lehre,aber
aber,die
die,du
du,von
von,mir
mir,gehört
gehört,hast
hast,ist
ist,nicht
nicht,eine
eine,meinung
meinung,und
und,ihr
ihr,ziel
ziel,ist
ist,nicht
nicht,die
die,welt
welt,für
für,wißbegierige
wißbegierige,zu
zu,erklären.
erklären.,ihr
ihr,ziel
ziel,ist
ist,ein
ein,anderes;
anderes;,ihr
ihr,ziel
ziel,ist
ist,erlösung
erlösung,vom
vom,leiden.
leiden.,diese
diese,ist
ist,es
es,welche
welche,gotama
gotama,lehrt
lehrt,nichts
nichts,anderes.
anderes.,"""mögest"
"""mögest",du
du,mir
mir,o
o,erhabener
erhabener,nicht
nicht,zürnen
zürnen,sagte
sagte,der
der,jüngling.
jüngling.,"""nicht"
"""nicht",um
um,streit
streit,mit
mit,dir
dir,zu
zu,suchen
suchen,streit
streit,um
um,worte
worte,habe
habe,ich
ich,so
so,zu
zu,dir
dir,gesprochen.
gesprochen.,du
du,hast
hast,wahrlich
wahrlich,recht
recht,wenig
wenig,ist
ist,an
an,meinungen
meinungen,gelegen.
gelegen.,aber
aber,laß
laß,mich
mich,dies
dies,eine
eine,noch
noch,sagen:
sagen:,nicht
nicht,einen
einen,augenblick
augenblick,habe
habe,ich
ich,an
an,dir
dir,gezweifelt.
gezweifelt.,ich
ich,habe
habe,nicht
nicht,einen
einen,augenblick
augenblick,gezweifelt
gezweifelt,daß
daß,du
du,buddha
buddha,bist
bist,daß
daß,du
du,das
das,ziel
ziel,erreicht
erreicht,hast
hast,das
das,höchste
höchste,nach
nach,welchem
welchem,so
so,viel
viel,tausend
tausend,brahmanen
brahmanen,und
und,brahmanensöhne
brahmanensöhne,unterwegs
unterwegs,sind.
sind.,du
du,hast
hast,die
die,erlösung
erlösung,vom
vom,tode
tode,gefunden.
gefunden.,sie
sie,ist
ist,dir
dir,geworden
geworden,aus
aus,deinem
deinem,eigenen
eigenen,suchen
suchen,auf
auf,deinem
deinem,eigenen
eigenen,wege
wege,durch
durch,gedanken
gedanken,durch
durch,versenkung
versenkung,durch
durch,erkenntnis
erkenntnis,durch
durch,erleuchtung.
erleuchtung.,nicht
nicht,ist
ist,sie
sie,dir
dir,geworden
geworden,durch
durch,lehre!
lehre!,und--so
und--so,ist
ist,mein
mein,gedanke
gedanke,o
o,erhabener--keinem
erhabener--keinem,wird
wird,erlösung
erlösung,zu
zu,teil
teil,durch
durch,lehre!
lehre!,keinem
keinem,o
o,ehrwürdiger
ehrwürdiger,wirst
wirst,du
du,in
in,worten
worten,und
und,durch
durch,lehre
lehre,mitteilen
mitteilen,und
und,sagen
sagen,können
können,was
was,dir
dir,geschehen
geschehen,ist
ist,in
in,der
der,stunde
stunde,deiner
deiner,erleuchtung!
erleuchtung!,vieles
vieles,enthält
enthält,die
die,lehre
lehre,des
des,erleuchteten
erleuchteten,buddha
buddha,viele
viele,lehrt
lehrt,sie
sie,rechtschaffen
rechtschaffen,zu
zu,leben
leben,böses
böses,zu
zu,meiden.
meiden.,eines
eines,aber
aber,enthält
enthält,die
die,so
so,klare
klare,die
die,so
so,ehrwürdige
ehrwürdige,lehre
lehre,nicht:
nicht:,sie
sie,enthält
enthält,nicht
nicht,das
das,geheimnis
geheimnis,dessen
dessen,was
was,der
der,erhabene
erhabene,selbst
selbst,erlebt
erlebt,hat
hat,er
er,allein
allein,unter
unter,den
den,hunderttausenden.
hunderttausenden.,dies
dies,ist
ist,es
es,was
was,ich
ich,gedacht
gedacht,und
und,erkannt
erkannt,habe
habe,als
als,ich
ich,die
die,lehre
lehre,hörte.
hörte.,dies
dies,ist
ist,es
es,weswegen
weswegen,ich
ich,meine
meine,wanderschaft
wanderschaft,fortsetze--nicht
fortsetze--nicht,um
um,eine
eine,andere
andere,eine
eine,bessere
bessere,lehre
lehre,zu
zu,suchen
suchen,denn
denn,ich
ich,weiß
weiß,es
es,gibt
gibt,keine
keine,sondern
sondern,um
um,alle
alle,lehren
lehren,und
und,alle
alle,lehrer
lehrer,zu
zu,verlassen
verlassen,und
und,allein
allein,mein
mein,ziel
ziel,zu
zu,erreichen
erreichen,oder
oder,zu
zu,sterben.
sterben.,oftmals
oftmals,aber
aber,werde
werde,ich
ich,dieses
dieses,tages
tages,denken
denken,o
o,erhabener
erhabener,und
und,dieser
dieser,stunde
stunde,da
da,meine
meine,augen
augen,einen
einen,heiligen
heiligen,sahen.
sahen.,die
die,augen
augen,des
des,buddha
buddha,blickten
blickten,still
still,zu
zu,boden
boden,still
still,in
in,vollkommenem
vollkommenem,gleichmut
gleichmut,strahlte
strahlte,sein
sein,unerforschliches
unerforschliches,gesicht.
gesicht.,"""mögen"
"""mögen",deine
deine,gedanken
gedanken,sprach
sprach,der
der,ehrwürdige
ehrwürdige,langsam
langsam,"""keine"
"""keine",irrtümer
irrtümer,sein!
sein!,mögest
mögest,du
du,ans
ans,ziel
ziel,kommen!
kommen!,aber
aber,sage
sage,mir:
mir:,hast
hast,du
du,die
die,schar
schar,meiner
meiner,samanas
samanas,gesehen
gesehen,meiner
meiner,vielen
vielen,brüder
brüder,welche
welche,ihre
ihre,zuflucht
zuflucht,zur
zur,lehre
lehre,genommen
genommen,haben?
haben?,und
und,glaubst
glaubst,du
du,fremder
fremder,samana
samana,glaubst
glaubst,du
du,daß
daß,es
es,diesen
diesen,allen
allen,besser
besser,wäre
wäre,die
die,lehre
lehre,zu
zu,verlassen
verlassen,und
und,in
in,das
das,leben
leben,der
der,welt
welt,und
und,der
der,lüste
lüste,zurückzukehren?
zurückzukehren?,"""fern"
"""fern",ist
ist,ein
ein,solcher
solcher,gedanke
gedanke,von
von,mir
mir,rief
rief,siddhartha.
siddhartha.,"""mögen"
"""mögen",sie
sie,alle
alle,bei
bei,der
der,lehre
lehre,bleiben
bleiben,mögen
mögen,sie
sie,ihr
ihr,ziel
ziel,erreichen!
erreichen!,nicht
nicht,steht
steht,mir
mir,zu
zu,über
über,eines
eines,andern
andern,leben
leben,zu
zu,urteilen.
urteilen.,einzig
einzig,für
für,mich
mich,für
für,mich
mich,allein
allein,muß
muß,ich
ich,urteilen
urteilen,muß
muß,ich
ich,wählen
wählen,muß
muß,ich
ich,ablehnen.
ablehnen.,erlösung
erlösung,vom
vom,ich
ich,suchen
suchen,wir
wir,samanas
samanas,o
o,erhabener.
erhabener.,wäre
wäre,ich
ich,nun
nun,einer
einer,deiner
deiner,jünger
jünger,o
o,ehrwürdiger
ehrwürdiger,so
so,fürchte
fürchte,ich
ich,es
es,möchte
möchte,mir
mir,geschehen
geschehen,daß
daß,nur
nur,scheinbar
scheinbar,nur
nur,trügerisch
trügerisch,mein
mein,ich
ich,zur
zur,ruhe
ruhe,käme
käme,und
und,erlöst
erlöst,würde
würde,daß
daß,es
es,aber
aber,in
in,wahrheit
wahrheit,weiterlebte
weiterlebte,und
und,groß
groß,würde
würde,denn
denn,ich
ich,hätte
hätte,dann
dann,die
die,lehre
lehre,hätte
hätte,meine
meine,nachfolge
nachfolge,hätte
hätte,meine
meine,liebe
liebe,zu
zu,dir
dir,hätte
hätte,die
die,gemeinschaft
gemeinschaft,der
der,mönche
mönche,zu
zu,meinem
meinem,ich
ich,gemacht!
gemacht!,mit
mit,halbem
halbem,lächeln
lächeln,mit
mit,einer
einer,unerschütterten
unerschütterten,helle
helle,und
und,freundlichkeit
freundlichkeit,sah
sah,gotama
gotama,dem
dem,fremdling
fremdling,ins
ins,auge
auge,und
und,verabschiedete
verabschiedete,ihn
ihn,mit
mit,einer
einer,kaum
kaum,sichtbaren
sichtbaren,gebärde.
gebärde.,"""klug"
"""klug",bist
bist,du
du,o
o,samana
samana,sprach
sprach,der
der,ehrwürdige.
ehrwürdige.,"""klug"
"""klug",weißt
weißt,du
du,zu
zu,reden
reden,mein
mein,freund.
freund.,hüte
hüte,dich
dich,vor
vor,allzu
allzu,großer
großer,klugheit!
klugheit!,hinweg
hinweg,wandelte
wandelte,der
der,buddha
buddha,und
und,sein
sein,blick
blick,und
und,halbes
halbes,lächeln
lächeln,blieb
blieb,für
für,immer
immer,in
in,siddharthas
siddharthas,gedächtnis
gedächtnis,eingegraben.
eingegraben.,so
so,habe
habe,ich
ich,noch
noch,keinen
keinen,menschen
menschen,blicken
blicken,und
und,lächeln
lächeln,sitzen
sitzen,und
und,schreiten
schreiten,sehen
sehen,dachte
dachte,er
er,so
so,wahrlich
wahrlich,wünsche
wünsche,auch
auch,ich
ich,blicken
blicken,und
und,lächeln
lächeln,sitzen
sitzen,und
und,schreiten
schreiten,zu
zu,können
können,so
so,frei
frei,so
so,ehrwürdig
ehrwürdig,so
so,verborgen
verborgen,so
so,offen
offen,so
so,kindlich
kindlich,und
und,geheimnisvoll.
geheimnisvoll.,so
so,wahrlich
wahrlich,blickt
blickt,und
und,schreitet
schreitet,nur
nur,der
der,mensch
mensch,der
der,ins
ins,innerste
innerste,seines
seines,selbst
selbst,gedrungen
gedrungen,ist.
ist.,wohl
wohl,auch
auch,ich
ich,werde
werde,ins
ins,innerste
innerste,meines
meines,selbst
selbst,zu
zu,dringen
dringen,suchen.
suchen.,einen
einen,menschen
menschen,sah
sah,ich
ich,dachte
dachte,siddhartha
siddhartha,einen
einen,einzigen
einzigen,vor
vor,dem
dem,ich
ich,meine
meine,augen
augen,niederschlagen
niederschlagen,mußte.
mußte.,vor
vor,keinem
keinem,andern
andern,mehr
mehr,will
will,ich
ich,meine
meine,augen
augen,niederschlagen
niederschlagen,vor
vor,keinem
keinem,mehr.
mehr.,keine
keine,lehre
lehre,mehr
mehr,wird
wird,mich
mich,verlocken
verlocken,da
da,dieses
dieses,menschen
menschen,lehre
lehre,mich
mich,nicht
nicht,verlockt
verlockt,hat.
hat.,beraubt
beraubt,hat
hat,mich
mich,der
der,buddha
buddha,dachte
dachte,siddhartha
siddhartha,beraubt
beraubt,hat
hat,er
er,mich
mich,und
und,mehr
mehr,noch
noch,hat
hat,er
er,mich
mich,beschenkt.
beschenkt.,beraubt
beraubt,hat
hat,er
er,mich
mich,meines
meines,freundes
freundes,dessen
dessen,der
der,an
an,mich
mich,glaubte
glaubte,und
und,der
der,nun
nun,an
an,ihn
ihn,glaubt
glaubt,der
der,mein
mein,schatten
schatten,war
war,und
und,nun
nun,gotamas
gotamas,schatten
schatten,ist.
ist.,geschenkt
geschenkt,aber
aber,hat
hat,er
er,mir
mir,siddhartha
siddhartha,mich
mich,selbst.
selbst.,erwachen
erwachen,als
als,siddhartha
siddhartha,den
den,hain
hain,verließ
verließ,in
in,welchem
welchem,der
der,buddha
buddha,der
der,vollendete
vollendete,zurückblieb
zurückblieb,in
in,welchem
welchem,govinda
govinda,zurückblieb
zurückblieb,da
da,fühlte
fühlte,er
er,daß
daß,in
in,diesem
diesem,hain
hain,auch
auch,sein
sein,bisheriges
bisheriges,leben
leben,hinter
hinter,ihm
ihm,zurückblieb
zurückblieb,und
und,sich
sich,von
von,ihm
ihm,trennte.
trennte.,dieser
dieser,empfindung
empfindung,die
die,ihn
ihn,ganz
ganz,erfüllte
erfüllte,sann
sann,er
er,im
im,langsamen
langsamen,dahingehen
dahingehen,nach.
nach.,tief
tief,sann
sann,er
er,nach
nach,wie
wie,durch
durch,ein
ein,tiefes
tiefes,wasser
wasser,ließ
ließ,er
er,sich
sich,bis
bis,auf
auf,den
den,boden
boden,dieser
